Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
"3',4',5'-trimethoxyflavone",C441202,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"4,5,6,7-tetrabromo-2-azabenzimidazole",C103118,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"4,5-dimethoxy-2-nitrobenzyl-8-bromo-cAMP",C099977,177592-87-9,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"4-(9-(tetrahydrofuran-3-yl))-8-(2,4,6-trifluorophenylamino)-9H-purin-2-ylaminocyclohexan-1-ol",C570789,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"5-hydroxy-7,8-dimethoxyflavone",C035064,3570-62-5,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
aciculatin,C074400,134044-97-6,Acute Kidney Injury,MESH:D058186,,NOS2,3.21,1
agrimoniin,C052420,82203-01-8,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
alpha-boswellic acid,C000720488,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
aluminum oxide hydroxide,C069471,63957-70-0,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
Andrographis paniculata extract,C000713167,,Acute Kidney Injury,MESH:D058186,,GPNMB|IFI35|IL6|SPP1|TNF,3.21,7
avarol,C023663,55303-98-5,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
benzcoprine,C020710,63805-80-1,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
bis(4-nitrophenyl)phosphate,C002887,645-15-8,Acute Kidney Injury,MESH:D058186,,ALB,3.21,4
Bresol,C570562,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
calcipotriene,C055085,,Acute Kidney Injury,MESH:D058186,,TGFB1|TNF,3.21,4
casuarictin,C073064,79786-00-8,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
certoparin,C403769,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
Clove Oil,D045783,,Acute Kidney Injury,MESH:D058186,,ALB,3.21,4
columbamine,C055786,3621-36-1,Acute Kidney Injury,MESH:D058186,,GSK3B,3.21,2
copanlisib,C000589253,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
Cord Factors,D003311,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
dai-kenchu-to,C121414,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
erythraline,C586471,,Acute Kidney Injury,MESH:D058186,,NOS2,3.21,1
fipronil,C082360,120068-37-3,Acute Kidney Injury,MESH:D058186,,ALB|ATP5F1B|BAX|CD44|CLU|CST3|CYP2C19|CYP2C9|CYP2D6|CYP3A23-3A1|EPHX2|GAS6|GPNMB|GSK3B|GSTM2|GSTP1|IGF1|INS|MCOLN1|MPO|NFE2L2|NOS2|NOS3|NQO1|PPARG|SOD1|TLR2|TNF|TNFRSF12A|TP53|TTR|UGT1A1|UGT1A9,3.21,28
globotriaosylceramide,C018549,71965-57-6,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
granite,C007886,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
GSK2110183,C000595148,,Acute Kidney Injury,MESH:D058186,,GSK3B,3.21,2
Haptens,D006241,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
ipatasertib,C583616,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
isomenthone,C575995,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
Josamycin,D015570,16846-24-5,Acute Kidney Injury,MESH:D058186,,ATP5F1B,3.21,1
JP5 jet fuel,C029662,8008-20-6,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
leptocarpin,C093534,73522-63-1,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"methyl 5-((tert-butylcarbamothioylhydrazinylidene)methyl)-1-(2,4-difluorophenyl)pyrazole-4-carboxylate",C577639,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
microorganism fermentation extract,C508178,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
moluodan,C000611388,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
momfluorothrin,C000627226,,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1,3.21,1
mono-N-desethylamiodarone,C440780,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
mycotrienin II,C036971,82189-04-6,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
N-2-(4-bromophenyl) ethyl caffeamide,C549043,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"N-(2-thiolethyl)-2-(2-(N'-(2,6-dichlorophenyl)amino) phenyl)acetamide",C472071,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
"N-(3-(aminosulfonyl)-4-chloro-2-hydroxyphenyl)-N'-(2,3-dichlorophenyl)urea",C469668,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
PD-0200347,C497431,,Acute Kidney Injury,MESH:D058186,,NOS2,3.21,1
pranlukast,C047681,,Acute Kidney Injury,MESH:D058186,,CYP2C9,3.21,1
pulegone,C039648,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
RCF-1 fiber,C103119,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
SB 225002,C112019,,Acute Kidney Injury,MESH:D058186,,MPO,3.21,1
Sealapex,C055601,115055-59-9,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
SR 140333,C085215,153050-21-6,Acute Kidney Injury,MESH:D058186,,MPO,3.21,1
Tazobactam,D000078142,93528-38-2,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
teferrol,C013276,79173-09-4,Acute Kidney Injury,MESH:D058186,,NOS2,3.21,1
titanium nitride,C041500,11116-16-8,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
torbafylline,C061298,105102-21-4,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
trierixin,C525271,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
Trihalomethanes,D022882,,Acute Kidney Injury,MESH:D058186,,CYP2D6,3.21,1
ultra-high molecular weight polyethylene,C111601,,Acute Kidney Injury,MESH:D058186,,TNF,3.21,3
wuzi yanzong,C528421,,Acute Kidney Injury,MESH:D058186,,NOS2,3.21,1
obeticholic acid,C464660,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,3.21,2
propiverine,C015586,60569-19-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,3.21,1
1-methyltryptophan,C525396,,Acute Kidney Injury,MESH:D058186,,CYP1B1,3.20,1
"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluoro-5-bromobenzamide",C488185,,Acute Kidney Injury,MESH:D058186,,IGF1,3.20,1
4-(diethylamino)benzaldehyde,C055506,120-21-8,Acute Kidney Injury,MESH:D058186,,INS,3.20,1
4-nitroquinolone-1-oxide,C120195,,Acute Kidney Injury,MESH:D058186,,EGFR,3.20,1
acenaphthene,C042552,83-32-9,Acute Kidney Injury,MESH:D058186,,CYP1B1,3.20,1
bis(4-oxyphenyl)sulfide,C069693,2664-63-3,Acute Kidney Injury,MESH:D058186,,IGF1,3.20,1
BMS 754807,C545990,,Acute Kidney Injury,MESH:D058186,,IGF1,3.20,1
gelsenicine,C571027,,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B,3.20,3
INO 1001,C491685,,Acute Kidney Injury,MESH:D058186,,NFKB1,3.20,1
lipoarabinomannan,C050016,,Acute Kidney Injury,MESH:D058186,,NFKB1,3.20,1
physapubescin B,C586240,,Acute Kidney Injury,MESH:D058186,,EGFR,3.20,1
Sodium Lactate,D019354,72-17-3,Acute Kidney Injury,MESH:D058186,,INS|SPP1,3.20,3
transplatin,C034697,14913-33-8,Acute Kidney Injury,MESH:D058186,,SPP1,3.20,2
"7-methyl-5-(1-((3-(trifluoromethyl)phenyl)acetyl)-2,3-dihydro-1H-indol-5-yl)-7H-pyrrolo(2,3-d)pyrimidin-4-amine",C576403,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.20,1
acadesine,C011651,2627-69-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.20,1
ascorbate-2-phosphate,C011669,23313-12-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,3.20,1
gallium nitrate,C027235,13494-90-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.20,1
K 7174,C410337,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|SOD2,3.20,2
lead acetate,C008261,301-04-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|PPARA|SOD2,3.20,4
Quinidine,D011802,56-54-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,3.20,1
Sulfamethoxazole,D013420,723-46-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.20,1
Titanium,D014025,7440-32-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.20,1
"1,2,4-triazole",C045575,288-88-0,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
1-pentyl-3-(1-naphthoyl)indole,C552597,,Acute Kidney Injury,MESH:D058186,,CYP2C9,3.19,1
4-hydroxyequilenin-o-quinone,C117714,,Acute Kidney Injury,MESH:D058186,,NQO1,3.19,1
9-(tetrahydro-2-furyl)-adenine,C017759,17318-31-9,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
coralyne,C000666,6872-73-7,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
EGTA acetoxymethyl ester,C046770,99590-86-0,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
lanatoside C,C018548,17575-22-3,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
methylbenzethonium chloride,C005106,,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
muconic acid,C005939,505-70-4,Acute Kidney Injury,MESH:D058186,,NQO1,3.19,1
Organophosphates,D010755,,Acute Kidney Injury,MESH:D058186,,PPARG|TP53,3.19,4
Quinones,D011809,,Acute Kidney Injury,MESH:D058186,,NQO1,3.19,1
Yindan Xinnaotong,C000728638,,Acute Kidney Injury,MESH:D058186,,VEGFA,3.19,2
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",C095284,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.19,1
8-bromocyclic GMP,C016276,31356-94-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.19,1
LAQ824,C477361,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.19,1
Thioridazine,D013881,50-52-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,3.19,1
11-dehydrocorticosterone,C003552,72-23-1,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
"1 alpha,24-dihydroxyvitamin D3",C023850,60965-80-2,Acute Kidney Injury,MESH:D058186,,IL10,3.18,1
"2,3,5-(triglutathion-S-yl)hydroquinone",C078765,119212-33-8,Acute Kidney Injury,MESH:D058186,,ALB|B2M|CCT7|GSK3B|HMOX1|NFE2L2|NQO1,3.18,12
"2-(4-chloro-6-(2,3-dimethylphenylamino)pyrimidin-2-ylthio)octanoic acid",C548544,,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
2-acetylphenothiazine,C584787,,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
2-ethylhexyl acrylate,C036758,103-11-7,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
"2-methyl-c-5-(4-(5-methyl-2-(4-methylphenyl)-4-oxazolyl)butyl)-1,3-dioxane-r-2-carboxylic acid",C487401,,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
(4-(5-(4-fluorophenyl)-2-methylsulfanyl-3H-imidazol-4-yl)pyridin-2-yl)-(1-phenylethyl)amine,C522498,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
acetoacetic acid,C016635,541-50-4,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
Atovaquone,D053626,94015-53-9,Acute Kidney Injury,MESH:D058186,,GSTP1,3.18,1
Chlortetracycline,D002751,57-62-5,Acute Kidney Injury,MESH:D058186,,GSTP1,3.18,1
decane,C012867,124-18-5,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
deoxynivalenol-3-glucoside,C542050,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
dithiopyr,C071869,97886-45-8,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
ethafluralin,C027392,55283-68-6,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
fascaplysine,C069346,114719-57-2,Acute Kidney Injury,MESH:D058186,,NOS3,3.18,1
FR 180204,C505241,,Acute Kidney Injury,MESH:D058186,,EDN1,3.18,1
Heptanoic Acids,D006538,,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
incensol,C000618141,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
methyl isothiocyanate,C005227,556-61-6,Acute Kidney Injury,MESH:D058186,,IL10,3.18,1
muconomycin A,C005348,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
"N'-(7-fluoroH-pyrrolo(1,2-a)quinoxalin-4-yl)pyrazine-2-carbohydrazide",C544427,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
n-hexadecane,C007932,544-76-3,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
Oxyphenbutazone,D010113,129-20-4,Acute Kidney Injury,MESH:D058186,,GSTP1,3.18,1
Peracetic Acid,D010463,79-21-0,Acute Kidney Injury,MESH:D058186,,IL10,3.18,1
peroxyvanadate,C500599,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
rotenoisin A,C000712072,,Acute Kidney Injury,MESH:D058186,,PPARG,3.18,3
Sizofiran,D012566,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
sulconazole,C033308,61318-90-9,Acute Kidney Injury,MESH:D058186,,GSTP1,3.18,1
trachelogenin,C560586,,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
tridecane,C094074,629-50-5,Acute Kidney Injury,MESH:D058186,,IL6,3.18,1
25-hydroxycholesterol,C007997,2140-46-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
"(4-(((2-(3-fluoro-4-(trifluoromethyl)phenyl)-4-methyl-1,3-thiazol-5-yl)methyl)sulfanyl)-2-methylphenoxy)acetic acid",C479979,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
cerivastatin,C086276,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
chromium hexavalent ion,C074702,18540-29-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7|FABP1|SOD2,3.18,3
Cosmic Dust,D019443,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.18,1
Flufenamic Acid,D005439,530-78-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
Hydrogen,D006859,1333-74-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.18,1
Leukotriene B4,D007975,71160-24-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
PQQ Cofactor,D045542,72909-34-3,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.18,1
propionaldehyde,C005556,123-38-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.18,1
sphingosine 1-phosphate,C060506,26993-30-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,3.18,1
6-bromo-8-ethoxy-3-nitro-2H-chromene,C584755,,Acute Kidney Injury,MESH:D058186,,GSK3B,3.17,2
Dextrorphan,D003917,125-73-5,Acute Kidney Injury,MESH:D058186,,CYP2D6,3.17,1
Plasticizers,D010968,,Acute Kidney Injury,MESH:D058186,,AVP|POMC,3.17,2
Pregabalin,D000069583,,Acute Kidney Injury,MESH:D058186,,TGFB1|TNF,3.17,4
Vinorelbine,D000077235,71486-22-1,Acute Kidney Injury,MESH:D058186,,IL10|TGFB1|TNF,3.17,4
yessotoxin,C066632,,Acute Kidney Injury,MESH:D058186,,CYP1B1|HEXB|SLC11A1,3.17,3
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",C054649,83003-12-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,3.17,2
Aluminum,D000535,7429-90-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.17,1
Berberine,D001599,2086-83-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,3.17,2
Dichlororibofuranosylbenzimidazole,D004004,53-85-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,3.17,1
Plasticizers,D010968,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,3.17,2
